canonical_name,market_prices,min_price,max_price,price_diff,price_diff_percent,cheapest_market,most_expensive_market,num_markets
80 g haribo pro starmix,"migros: 29.45, marketpaketi: 35, sokmarket: 37, carrefour: 15.8",15.8,37.0,21.2,134.1772198677063,carrefour,sokmarket,4
1000 efsane gr ofcay,"migros: 215, mopas: 91.95",91.95,215.0,123.05,133.8227391242981,mopas,migros,2
16 adet hazr kagd kesilmis macromax pisirme yagl,"carrefour: 31.75, migros: 34.5, sokmarket: 29.5, mopas: 68.95",29.5,68.95,39.449997,133.72880220413208,sokmarket,mopas,4
10lu bic kalem kursun pastel,"carrefour: 139.99, migros: 59.95",59.95,139.99,80.04001,133.51126909255981,migros,carrefour,2
kg krmz turp,"mopas: 17.22, migros: 39.95, carrefour: 39.95",17.22,39.95,22.730001,131.99769258499146,mopas,migros,3
banvit butun kg pilic posetli,"mopas: 159.9, carrefour: 78.9, migros: 68.95, sokmarket: 92.5",68.95,159.9,90.95,131.90717697143555,migros,mopas,4
300 gr hindi keyfi mangal pnar sucuk,"carrefour: 179.25, mopas: 129.5, marketpaketi: 300, migros: 189",129.5,300.0,170.5,131.6602349281311,mopas,marketpaketi,4
680 bezelye gr konservesi tukas,"sokmarket: 25, marketpaketi: 35, carrefour: 57.9, migros: 29.95, mopas: 29.95",25.0,57.9,32.9,131.60001039505005,sokmarket,carrefour,5
1 100 dimes lt meyve portakal suyu,"carrefour: 34.75, mopas: 80.45, marketpaketi: 45, migros: 66.5",34.75,80.45,45.699997,131.5107822418213,carrefour,mopas,4
250 biotin care keratin kremi ml sac sulfatsz urban ve,"migros: 115, mopas: 49.95",49.95,115.0,65.05,130.2302360534668,mopas,migros,2
13210 arnica dik elektrikli et merlin pro sapl supurge,"carrefour: 999, migros: 2299.95",999.0,2299.95,1300.95,130.2252173423767,carrefour,migros,2
65 bizim corbas gr kremal mantar mutfak,"marketpaketi: 31.99, mopas: 22.5, carrefour: 22.5, sokmarket: 13.9",13.9,31.99,18.09,130.14389276504517,sokmarket,marketpaketi,4
100 avokadolu dalin ml vazelin,"migros: 114.95, mopas: 51.7, carrefour: 49.95",49.95,114.95,65.0,130.13012409210205,carrefour,migros,3
435 cif kirec ml pas perfect power sprey,"mopas: 156.35, carrefour: 67.95",67.95,156.35,88.40001,130.09567260742188,carrefour,mopas,2
3 camasr deterjan l peros renk renkliler sv uzman,"marketpaketi: 345, mopas: 149.95, carrefour: 249.9, migros: 249.95",149.95,345.0,195.05,130.0766944885254,mopas,marketpaketi,4
400 cizmeci fndkl g master master teneke time wafer wafer,"migros: 15, sokmarket: 17.5, mopas: 34.5",15.0,34.5,19.5,129.99999523162842,migros,mopas,3
12 27 adet damla first gr sakzl sensations x,"marketpaketi: 25, carrefour: 49.95, mopas: 57.45",25.0,57.45,32.45,129.79999780654907,marketpaketi,mopas,3
500 acc bang cillit gider hijyenik jel lavabo ml,"migros: 159.95, mopas: 149.45, carrefour: 128, sokmarket: 70",70.0,159.95,89.95,128.4999966621399,sokmarket,migros,4
12 9lu ayyldz balon balon baskl evi,"sokmarket: 24.95, migros: 56.95",24.95,56.95,32.0,128.25651168823242,sokmarket,migros,2
3lu brix desenli kadn l slip,"migros: 149.95, sokmarket: 65.75",65.75,149.95,84.2,128.06082963943481,sokmarket,migros,2
006 arzum duo kahve makinesi minio ok okka turk,"sokmarket: 1099, carrefour: 1599, migros: 2499.95",1099.0,2499.95,1400.95,127.4749755859375,sokmarket,migros,3
10lu 60 60 bakm bebek cm molfix ortusu x,"mopas: 87.35, carrefour: 39.65, migros: 89.95, sokmarket: 56.5",39.65,89.95,50.299995,126.86001062393188,carrefour,migros,4
540 610 calve g g ikili ketcap mayonez set,"migros: 55.95, marketpaketi: 95, carrefour: 41.96, mopas: 63.2",41.96,95.0,53.04,126.40610933303833,carrefour,marketpaketi,4
670 alman barbeku g kuhne salatalk tipi tursusu,"migros: 38.95, carrefour: 34.5, sokmarket: 34.5, mopas: 17.22",17.22,38.95,21.730001,126.19049549102783,mopas,migros,4
50 50 aseptine cire gunes koruma kremi ml spf yuz,"migros: 264.95, carrefour: 599",264.95,599.0,334.05,126.08038187026978,migros,carrefour,2
00 age anti eraser instant ivory kapatc maybelline new york,"carrefour: 899.9, migros: 400",400.0,899.9,499.90002,124.9750018119812,migros,carrefour,2
400 aqua bakm gliss maskesi ml revive sac,"carrefour: 269.9, marketpaketi: 142.89, migros: 120",120.0,269.9,149.9,124.91666078567505,migros,carrefour,3
100 ac casa gr mantarl mexico sos truf,"carrefour: 112.43, marketpaketi: 66.9, migros: 149.95",66.9,149.95,83.049995,124.14050102233887,marketpaketi,migros,3
345 algida badem beyaz classic magnum mini ml,"sokmarket: 29.5, carrefour: 14.5, mopas: 32.5, migros: 29.5",14.5,32.5,18.0,124.13792610168457,carrefour,mopas,4
280 4 bugdayl ekmegi gr lu sandvic tam uno,"marketpaketi: 57.5, sokmarket: 33.25, carrefour: 74.5",33.25,74.5,41.25,124.06015396118164,sokmarket,carrefour,3
10 agda bezi like me metre rulo,"sokmarket: 35.9, migros: 19.95, mopas: 16.05",16.05,35.9,19.850002,123.67603778839111,mopas,sokmarket,3
430 droetker gr ilavedir kagd karsm kek pisirme toz vanilya wolke,"marketpaketi: 100, mopas: 52.85, migros: 44.75, carrefour: 44.75",44.75,100.0,55.25,123.4636902809143,migros,marketpaketi,4
15 512 corap fit kulotlu penti,"migros: 99.95, sokmarket: 45",45.0,99.95,54.949997,122.11110591888428,sokmarket,migros,2
2 75 gr krem pakmaya sade santi x,"marketpaketi: 63, mopas: 35.65, sokmarket: 28.5, migros: 30.95",28.5,63.0,34.5,121.05263471603394,sokmarket,marketpaketi,4
250 g kurabiye kurabiye susaml tat,"marketpaketi: 25, sokmarket: 55.25, carrefour: 51.9, migros: 44.9",25.0,55.25,30.25,121.00000381469727,marketpaketi,sokmarket,4
boyun dolgulu gojo silikon yastg,"carrefour: 264.9, migros: 119.95",119.95,264.9,144.95,120.84201574325562,migros,carrefour,2
14 24 3 3 462 altn d hdmi hdmi k kablo kon m metal slink slxm to uclu ver,"migros: 109.95, carrefour: 49.9",49.9,109.95,60.049995,120.34066915512085,carrefour,migros,2
670 biber gr kozlenmis krmz kuhne tipi turk,"mopas: 80.45, marketpaketi: 62.5, carrefour: 87.9, sokmarket: 39.9, migros: 49.95",39.9,87.9,48.0,120.3007459640503,sokmarket,carrefour,5
120 bulyon g knorr suyu tablet tavuk,"sokmarket: 18.9, migros: 22.95, mopas: 40.2, carrefour: 18.25, marketpaketi: 31",18.25,40.2,21.95,120.27397155761719,carrefour,mopas,5
310 bugday gevregi gr harfler kakaolu msr nesquik nestle ve,"sokmarket: 25, mopas: 17.25, migros: 24.75, carrefour: 12.95, marketpaketi: 28.5",12.95,28.5,15.55,120.07722854614258,carrefour,marketpaketi,5
color golden nail no63 oje rose wow,"migros: 25, carrefour: 54.99",25.0,54.99,29.990002,119.9600100517273,migros,carrefour,2
450 anadolu bugday ekmegi g tam tava uno,"sokmarket: 28.75, carrefour: 54.95, mopas: 63.2",28.75,63.2,34.45,119.82609033584595,sokmarket,mopas,3
1 hamuru kg milfoy superfresh,"carrefour: 56.9, sokmarket: 74.5, migros: 124.95, mopas: 84.95",56.9,124.95,68.049995,119.59576606750488,carrefour,migros,4
70 arifoglu corek g otu,"sokmarket: 17, carrefour: 20.5, mopas: 28.7, marketpaketi: 35, migros: 16",16.0,35.0,19.0,118.75,migros,marketpaketi,5
250 hobby islak jole ml sert styleprotect,"mopas: 198.9, carrefour: 90.93, sokmarket: 109, migros: 129.95",90.93,198.9,107.96999,118.7396764755249,carrefour,mopas,4
genis kutulu naturel parlatma sitil sungeri,"mopas: 24.1, migros: 35.95, carrefour: 52.5",24.1,52.5,28.4,117.84231662750244,mopas,carrefour,3
30 bahceden bar frenk gr kaju peyman uzumlu,"mopas: 11.5, carrefour: 25",11.5,25.0,13.5,117.39130020141602,mopas,carrefour,2
250 alacat g kurabiye kurabiyecisi simit tuzlu,"sokmarket: 69, carrefour: 149.95, migros: 149.95",69.0,149.95,80.95,117.3188328742981,sokmarket,migros,3
18 ekonomik extra gece hijyenik orkid paket ped ped super ultra,"mopas: 39.05, carrefour: 20.75, migros: 18.5, sokmarket: 18, marketpaketi: 35",18.0,39.05,21.05,116.94444417953491,sokmarket,mopas,5
800 gr koska pekmezi uzum,"marketpaketi: 57.5, sokmarket: 119, carrefour: 70.5, mopas: 54.95, migros: 62.9",54.95,119.0,64.05,116.56051874160767,mopas,sokmarket,5
200 clear ml neutrogena nokta siyah temizleyici tonik visibly,"carrefour: 238, migros: 120, mopas: 259.85",120.0,259.85,139.85,116.54167175292969,migros,mopas,3
350 ana gr keciboynuzu ozu zuhre,"migros: 91.25, marketpaketi: 118.9, mopas: 54.95",54.95,118.9,63.95,116.37852191925049,mopas,marketpaketi,3
200lu cubugu kulak lalin pamuklu yuvarlak,"mopas: 19.5, carrefour: 41.97, migros: 26.3",19.5,41.97,22.470001,115.23077487945557,mopas,carrefour,3
400 dana g gurme kymal mant pelmeni superfresh,"migros: 169.95, sokmarket: 79",79.0,169.95,90.95,115.12657403945923,sokmarket,migros,2
340 ezmesi fstg fstk gold gr ilavesiz krem seker yer,"marketpaketi: 150, mopas: 99.95, carrefour: 69.95, sokmarket: 127.9, migros: 97.95",69.95,150.0,80.05,114.43889141082764,carrefour,marketpaketi,5
2695 bakm deterjan mintax ml siyahlar sv,"migros: 69.95, sokmarket: 149.9",69.95,149.9,79.95,114.29592370986938,migros,sokmarket,2
150 boy cipsi gr lays mevsim parti patates yesillikleri yogurt,"mopas: 35, migros: 20, carrefour: 37.5, sokmarket: 17.5, marketpaketi: 29.5",17.5,37.5,20.0,114.28571939468384,sokmarket,carrefour,5
36 aromal bonbon gr karsk meyve seker ulker,"marketpaketi: 8.07, sokmarket: 15, migros: 16.45, carrefour: 15, mopas: 17.25",8.07,17.25,9.18,113.75465393066406,marketpaketi,mopas,5
200lu familia pecete,"mopas: 45.95, sokmarket: 21.5, carrefour: 41.93",21.5,45.95,24.45,113.72092962265015,sokmarket,mopas,3
12 55 adet caramio cikolata dolgulu gr karamel ulker x,"migros: 15, marketpaketi: 25, sokmarket: 19.5, mopas: 17.25, carrefour: 32",15.0,32.0,17.0,113.33333253860474,migros,carrefour,5
160 450 celik kale kle ml termos termos,"migros: 169.95, sokmarket: 79.95",79.95,169.95,90.0,112.57035732269287,sokmarket,migros,2
750 cam doganay gurme ml sade salgam suyu,"carrefour: 21, sokmarket: 9.9, mopas: 17.2, migros: 17",9.9,21.0,11.1,112.12122440338135,sokmarket,carrefour,4
80 boya likit ml sitil siyah special,"carrefour: 51.9, mopas: 45.95, sokmarket: 26, migros: 54.95",26.0,54.95,28.95,111.34616136550903,sokmarket,migros,4
100 5 adet adet pecete solo super x,"marketpaketi: 15, carrefour: 9.24, mopas: 19.5",9.24,19.5,10.26,111.03897094726562,carrefour,mopas,3
3 66 biskuvi gr granullu halley mini ulker x,"migros: 20, marketpaketi: 10, sokmarket: 9.5, mopas: 10.9, carrefour: 20",9.5,20.0,10.5,110.52631139755249,sokmarket,migros,5
70 glow gunduz hydra miracles ml pantene serumu,"migros: 128, carrefour: 268.88",128.0,268.88,140.88,110.06250381469727,migros,carrefour,2
180 210 cm ezelisa koltuk ortusu x,"migros: 249.95, sokmarket: 119",119.0,249.95,130.95,110.04201173782349,sokmarket,migros,2
30 cilekli gr kek ogopogo ozmo solen,"sokmarket: 12.5, mopas: 11.5, migros: 10, marketpaketi: 14, carrefour: 21",10.0,21.0,11.0,110.00000238418579,migros,carrefour,5
100 10lu droetker g hamur kabartma paket tozu,"carrefour: 9.25, mopas: 10.9, sokmarket: 15.75, marketpaketi: 7.5, migros: 11",7.5,15.75,8.25,110.00000238418579,marketpaketi,sokmarket,5
310 cool dimes karpuz lime mix ml,"sokmarket: 25, carrefour: 41, migros: 52.5",25.0,52.5,27.5,110.00000238418579,sokmarket,migros,3
750 esintisi hijyenik ml okyanus porcoz temizleyici tuvalet,"migros: 89.95, carrefour: 42.9",42.9,89.95,47.049995,109.67364311218262,carrefour,migros,2
9 akll band bileklik pembe smart xiaomi,"migros: 1449.95, carrefour: 699",699.0,1449.95,750.94995,107.43204355239868,carrefour,migros,2
75 75 el krem ml ml neutrogena parfumsuz,"migros: 40, marketpaketi: 71.39, mopas: 82.75, carrefour: 46.17",40.0,82.75,42.75,106.87500238418579,migros,mopas,4
30 33 film koroplast mt strec x,"migros: 94.95, mopas: 45.95, carrefour: 94.5",45.95,94.95,48.999996,106.63764476776123,mopas,migros,3
250 alkolsuz ananas aromal icecek malt maltana ml,"carrefour: 59.9, mopas: 33.35, sokmarket: 29, migros: 30.5",29.0,59.9,30.900002,106.55173063278198,sokmarket,carrefour,4
200 3 g konserve msr superfresh x,"marketpaketi: 50, carrefour: 33.9, migros: 33.95, mopas: 69.95, sokmarket: 69.75",33.9,69.95,36.049995,106.34216070175171,carrefour,mopas,5
10lu 225 cm ece epk karton tabak,"mopas: 37.9, migros: 77.95",37.9,77.95,40.049995,105.67281246185303,mopas,migros,2
7 alo aquapudra beyazlar deterjan etkili fairy kg platinum toz,"migros: 179.95, carrefour: 369.9",179.95,369.9,189.95,105.55709600448608,migros,carrefour,2
200 g gurumen haydari,"carrefour: 111.9, migros: 54.5",54.5,111.9,57.4,105.32110929489136,migros,carrefour,2
20 30 30 adet boy buzdolab cm cook kucuk poseti x,"migros: 21.95, carrefour: 22.75, marketpaketi: 45, mopas: 27, sokmarket: 22.75",21.95,45.0,23.05,105.01137971878052,migros,marketpaketi,5
160 barbeku cesnili cipsi g master patates potato,"migros: 44.95, mopas: 91.95, carrefour: 72, sokmarket: 49.5",44.95,91.95,46.999996,104.56061363220215,migros,mopas,4
100 baharatl cerezi cerezos g msr taco ultra,"sokmarket: 22.5, mopas: 46, migros: 33.5",22.5,46.0,23.5,104.44444417953491,sokmarket,mopas,3
115 aromal cerezi cerezos g msr msr sut,"carrefour: 22.5, migros: 33.5, marketpaketi: 42.5, sokmarket: 22.5, mopas: 46",22.5,46.0,23.5,104.44444417953491,sokmarket,mopas,5
350 cokokrem ezmesi fndk gr pet ulker,"mopas: 91.95, carrefour: 45, migros: 79.95, sokmarket: 79.95, marketpaketi: 46.99",45.0,91.95,46.949997,104.33332920074463,carrefour,mopas,5
180 350 clear dokulmesine etkili kars kars kepege men ml ml sac sampuan,"migros: 42, carrefour: 85.13, mopas: 79.95, sokmarket: 54.9, marketpaketi: 60",42.0,85.13,43.129997,102.69047021865845,migros,carrefour,5
1200 50 bebek camasr dogal extra konsantre ml ozler ykama yumos yumusatcs,"carrefour: 94.9, mopas: 192, migros: 109.95",94.9,192.0,97.1,102.31822729110718,carrefour,mopas,3
400 bestpet etli g konservesi kopek kuzu yetiskin,"migros: 49.45, sokmarket: 99.9",49.45,99.9,50.45,102.02224254608154,migros,sokmarket,2
150 kopugu ml sitil sneaker still temizleme,"migros: 62.95, carrefour: 100.9, sokmarket: 49.95, mopas: 73.55",49.95,100.9,50.95,102.00200080871582,sokmarket,carrefour,4
250 aromal burak g nar pismaniye pismaniye,"mopas: 57.45, sokmarket: 49.5, migros: 99.95",49.5,99.95,50.449997,101.91918611526489,sokmarket,migros,3
11 8 adet gr kent meyveli topitop x,"migros: 77.45, mopas: 80.45, marketpaketi: 40",40.0,80.45,40.449997,101.12498998641968,marketpaketi,mopas,3
100 c ct ie jbl kulaklk si siyah,"carrefour: 199, migros: 399.95",199.0,399.95,200.95001,100.97990036010742,carrefour,migros,2
anaokulu cantas jurassic world,"sokmarket: 199, migros: 399.95",199.0,399.95,200.95001,100.97990036010742,sokmarket,migros,2
agz bakm banat cocuk kral sakir seti,"carrefour: 156.5, migros: 77.95",77.95,156.5,78.55,100.7697343826294,migros,carrefour,2
fileto ithal kg norvec somon,"carrefour: 399, migros: 799.95",399.0,799.95,400.95,100.48872232437134,carrefour,migros,2
245 ac ac calve gr hafif orta peri peri sos,"migros: 79.95, carrefour: 39.9",39.9,79.95,40.049995,100.37592649459839,carrefour,migros,2
300 acl bizim g kahvaltlk sos vatan,"migros: 41.95, marketpaketi: 55, carrefour: 59.9, mopas: 57.45, sokmarket: 29.9",29.9,59.9,30.000002,100.33445358276367,sokmarket,carrefour,5
18 200 krema ml tikvesli yagl yemeklik,"migros: 39.5, mopas: 29.95, carrefour: 32.5, marketpaketi: 60",29.95,60.0,30.05,100.33388137817383,mopas,marketpaketi,4
400 ezmesi gr harmony hashas,"sokmarket: 37.5, marketpaketi: 60, mopas: 29.95",29.95,60.0,30.05,100.33388137817383,mopas,marketpaketi,3
1525 32li 6 beden bez kg kulot natural sleepy xl,"sokmarket: 89.9, carrefour: 179.95, migros: 104.95",89.9,179.95,90.049995,100.16684532165527,sokmarket,carrefour,3
aksesuarl bot cocuk eva novelido,"migros: 69.95, sokmarket: 34.95",34.95,69.95,34.999996,100.14305114746094,sokmarket,migros,2
100 altn cilek excelente g paket,"carrefour: 119.95, migros: 59.95",59.95,119.95,59.999996,100.08339881896973,migros,carrefour,2
cm m pompas su toys23,"sokmarket: 59.95, migros: 119.95",59.95,119.95,59.999996,100.08339881896973,sokmarket,migros,2
650 biber dilimli gr jalapeno melis tursusu,"mopas: 74.95, migros: 149.95",74.95,149.95,75.0,100.06670951843262,mopas,migros,2
2 frutti kokulu konfor li parex sunger,"carrefour: 59.9, mopas: 34.45, migros: 29.95",29.95,59.9,29.95,100.0,migros,carrefour,3
3 82 cizivic gr peynirli ulker x,"marketpaketi: 18, sokmarket: 36, mopas: 18.95",18.0,36.0,18.0,100.0,marketpaketi,sokmarket,3
24 405 adet cikolata fndk gr ruyas ulker x,"sokmarket: 50, mopas: 28.75, marketpaketi: 33, migros: 25",25.0,50.0,25.0,100.0,migros,sokmarket,4
15 25 adet chupa chups cilek gr limonlu lolipop skull x,"mopas: 11.5, marketpaketi: 20, sokmarket: 10",10.0,20.0,10.0,100.0,sokmarket,marketpaketi,3
22 biskuvi cokomel dev g marshmallow sade ulker,"mopas: 6.9, carrefour: 6, sokmarket: 9.5, migros: 6, marketpaketi: 12",6.0,12.0,6.0,100.0,carrefour,marketpaketi,5
2 20 22 g g pritt stick x yapstrc,"migros: 139.95, carrefour: 69.99",69.99,139.95,69.96,99.95713829994202,carrefour,migros,2
3000 302100 elektrikli islak kuru makinesi philips series shaver tras ve x x,"migros: 699.95, carrefour: 1399",699.95,1399.0,699.05,99.87141489982605,migros,carrefour,2
fis golyat nilson priz siyah,"carrefour: 35.05, migros: 69.95",35.05,69.95,34.899998,99.57203269004822,carrefour,migros,2
600 dove icin ml onarc saclar sampuan yogun ypranms,"marketpaketi: 120, sokmarket: 159, mopas: 137.95, migros: 238.95",120.0,238.95,118.95,99.12499785423279,marketpaketi,migros,4
1 5 bottle in mug my pipetli,"sokmarket: 199, migros: 99.95",99.95,199.0,99.05,99.09955859184265,migros,sokmarket,2
255 arko cool kolonyas men ml sonras tras,"carrefour: 47.93, sokmarket: 39.9, mopas: 79.3, migros: 53.95, marketpaketi: 69",39.9,79.3,39.4,98.74686598777771,sokmarket,mopas,5
20li deluxe pecete selpak,"sokmarket: 13.95, mopas: 27.55",13.95,27.55,13.599999,97.49103784561157,sokmarket,mopas,2
675 c cinko d everwell gr ulker vitamini vitamini,"sokmarket: 35, mopas: 69, migros: 59.95",35.0,69.0,34.0,97.14285731315613,sokmarket,mopas,3
carpstrma crash demo derby hot mega n seti smash wheels,"carrefour: 349.99, migros: 689.95",349.99,689.95,339.96002,97.1342146396637,carrefour,migros,2
1 komili l lezzet naturel szma yumusak zeytinyag,"carrefour: 186.95, marketpaketi: 135, sokmarket: 199, migros: 152.75, mopas: 101.15",101.15,199.0,97.85,96.73751592636108,mopas,sokmarket,5
20 cm keramika pasta tabak zambak,"migros: 79.95, sokmarket: 40.65",40.65,79.95,39.299995,96.67895436286926,sokmarket,migros,2
25 bingo fresh l mutlu temizleyici yuvam yuzey,"migros: 50.95, carrefour: 99.9, mopas: 62.05",50.95,99.9,48.95,96.07458114624023,migros,carrefour,3
1000 eker gr kaymakl tava yogurt,"migros: 47.5, carrefour: 59.9, marketpaketi: 93, mopas: 54.65",47.5,93.0,45.5,95.78947424888611,migros,marketpaketi,4
111 bitter cikolatal droetker gr puding,"mopas: 20.65, carrefour: 23.9, marketpaketi: 34.99, migros: 17.95",17.95,34.99,17.04,94.93036270141602,migros,marketpaketi,4
25 biskuvi cornet gr muzlu ozmo solen,"sokmarket: 17.5, mopas: 9.75, marketpaketi: 19, migros: 14, carrefour: 13",9.75,19.0,9.25,94.87179517745972,mopas,marketpaketi,5
40 bar cikolata fstg g muscle protein station supreme yer,"carrefour: 36.9, migros: 18.95",18.95,36.9,17.95,94.72295641899109,migros,carrefour,2
200 bakm emilen hzl kremi ml neutrogena,"carrefour: 109.9, marketpaketi: 71.39, sokmarket: 109.9, migros: 65, mopas: 126.45",65.0,126.45,61.449997,94.53845620155334,migros,mopas,5
100 g gold hediyeli kavanoz kupa selection tchibo,"carrefour: 320, migros: 174.95, marketpaketi: 165",165.0,320.0,155.0,93.9393937587738,marketpaketi,carrefour,3
ikili kazandibi ksmet paket,"carrefour: 48.75, migros: 94.5",48.75,94.5,45.75,93.84615421295166,carrefour,migros,2
11 mop parex tornado yedek,"migros: 189.95, mopas: 367.95",189.95,367.95,178.00002,93.70887875556946,migros,mopas,2
24 61 adet biskuvi gr kremal muzlu rondo sandvic ulker x,"mopas: 9.2, migros: 8, sokmarket: 4.75, marketpaketi: 8.25, carrefour: 8",4.75,9.2,4.45,93.68420839309692,sokmarket,mopas,5
5li 70 cesnili g indomie noodle paket tavuk x,"carrefour: 13.25, migros: 9.95, marketpaketi: 15, sokmarket: 7.75, mopas: 14.95",7.75,15.0,7.25,93.54838728904724,sokmarket,marketpaketi,5
400 bohem cikolata elit gr madlen,"marketpaketi: 200, migros: 240.9, sokmarket: 199, carrefour: 385",199.0,385.0,186.0,93.46733689308167,sokmarket,carrefour,4
biber sivri tatl,"carrefour: 97.9, migros: 99.95, mopas: 51.73",51.73,99.95,48.219997,93.21476221084595,mopas,migros,3
200 7 ekspres gliss ml nutritive oil onarc sec,"migros: 139.95, carrefour: 269.9",139.95,269.9,129.95,92.8545892238617,migros,carrefour,2
5 bc cakmak j mini tasl,"carrefour: 24.95, sokmarket: 12.95",12.95,24.95,12.000001,92.66409873962402,sokmarket,carrefour,2
150 chocolate cookies g merba,"sokmarket: 59.9, carrefour: 115",59.9,115.0,55.1,91.98663830757141,sokmarket,carrefour,2
180 6 cilekli danone disney ml sut x,"carrefour: 31, mopas: 22.95, migros: 18.75, sokmarket: 25, marketpaketi: 35.99",18.75,35.99,17.240002,91.94667339324951,migros,marketpaketi,5
450 donuk falafel g koftesi sebze west,"carrefour: 89.95, mopas: 172.45, migros: 142.95",89.95,172.45,82.5,91.71762466430664,carrefour,mopas,3
180 gr labne torku,"migros: 62.5, mopas: 57.45, marketpaketi: 110",57.45,110.0,52.55,91.47084355354309,mopas,marketpaketi,3
24 365 adet beyaz cikolatal dido gofret gr trio x,"migros: 11.5, carrefour: 16, sokmarket: 22, mopas: 13.8, marketpaketi: 12",11.5,22.0,10.5,91.30434989929199,migros,sokmarket,5
1000 arap ernet ml sabunu super sv,"sokmarket: 37.9, carrefour: 49.9, migros: 41.95, mopas: 72.4",37.9,72.4,34.5,91.02901816368103,sokmarket,mopas,4
400 bitter cikolata gr k kellogg s special ulker,"carrefour: 143.95, marketpaketi: 75.46, mopas: 137.95",75.46,143.95,68.49,90.76331853866577,marketpaketi,carrefour,3
500 gizemli misk ml pereja sabun sv,"migros: 100.95, carrefour: 192.5",100.95,192.5,91.55,90.68846702575684,migros,carrefour,2
4 85 etli felix g kedi mamas pouch sgr tavuklu ve x yas,"carrefour: 28.5, migros: 14.95, marketpaketi: 16.45, sokmarket: 19.5, mopas: 22.95",14.95,28.5,13.55,90.6354546546936,migros,carrefour,5
25li boost hydro makyaj mendili neutrogena temizleme,"migros: 95, carrefour: 181",95.0,181.0,86.0,90.52631855010986,migros,carrefour,2
400 bugday g gevregi k kelloggs krmz meyveli pirinc special tam ve,"mopas: 103.45, sokmarket: 103.95, migros: 103.95, carrefour: 123.45, marketpaketi: 64.9",64.9,123.45,58.549995,90.21570682525635,marketpaketi,carrefour,5
500 banyo care dus jeli micellar ml ozlu palmolive pamuk ve,"mopas: 99.95, marketpaketi: 165, migros: 190",99.95,190.0,90.05,90.095055103302,mopas,migros,3
3 carpex cila lu pasta sungeri,"carrefour: 284.9, migros: 149.95",149.95,284.9,134.95,89.99666571617126,migros,carrefour,2
3 3 3 arko bcag men parca pro t tras,"migros: 251.95, carrefour: 132.68, mopas: 137.95",132.68,251.95,119.270004,89.89298343658447,carrefour,migros,3
4 camasr l migros parfumlu suyu,"carrefour: 41.25, migros: 21.75",21.75,41.25,19.5,89.65517282485962,migros,carrefour,2
5 bentonit kedi kumu l marsilya proline sabunlu,"marketpaketi: 180, migros: 94.95, carrefour: 149.99",94.95,180.0,85.05,89.57346677780151,migros,marketpaketi,3
500 kuhne ml pet sirkesi sise uzum,"sokmarket: 44.5, migros: 23.95, carrefour: 23.5, mopas: 37.45, marketpaketi: 40",23.5,44.5,21.0,89.3617033958435,carrefour,sokmarket,5
76 bubble dev draje g milkshake oneo sakz ulker,"marketpaketi: 85, mopas: 51.75, carrefour: 45",45.0,85.0,40.0,88.88888955116272,carrefour,marketpaketi,3
250 ad corek g tahinli,"carrefour: 132, migros: 69.9",69.9,132.0,62.1,88.84119987487793,migros,carrefour,2
240 anadolu cekme g helva kastamonu lezzetleri tereyagl,"migros: 71.5, carrefour: 37.9",37.9,71.5,33.6,88.65434527397156,carrefour,migros,2
500 banvit g kokteyl pilic sosis,"migros: 99, carrefour: 67.9, mopas: 74.7, sokmarket: 52.5",52.5,99.0,46.5,88.57142925262451,sokmarket,migros,4
100lu beyaz havlusu sabun sleepy temizlik yuzey,"mopas: 79.95, migros: 75.95, sokmarket: 64.75, carrefour: 42.5",42.5,79.95,37.449997,88.11764121055603,carrefour,mopas,4
175 ezmesi fora g sade siyah zeytin,"migros: 56.9, carrefour: 70.5, sokmarket: 37.5",37.5,70.5,33.0,87.99999952316284,sokmarket,carrefour,3
250 drinks kutu mango ml pin portakal,"migros: 37.5, mopas: 19.95",19.95,37.5,17.55,87.9699170589447,mopas,migros,2
200 care gillette gillette hassas jeli ml satin tras venus,"mopas: 129.55, carrefour: 99.9, marketpaketi: 69, migros: 104.95",69.0,129.55,60.550003,87.75362968444824,marketpaketi,mopas,4
306 al altus b buro buzdolab tipi,"carrefour: 5599, migros: 10499.95",5599.0,10499.95,4900.95,87.53259778022766,carrefour,migros,2
adet kvrck salata,"carrefour: 42.95, sokmarket: 34.9, migros: 42.95, mopas: 22.95",22.95,42.95,20.0,87.14596629142761,mopas,carrefour,4
60 cihaz detan elektrolikit gece yedek,"migros: 142, carrefour: 264.9",142.0,264.9,122.899994,86.54929399490356,migros,carrefour,2
265 724 badem bakm belirgin bukleler elastin elidor kremi ml sac sekillendirici sutu,"sokmarket: 208.5, marketpaketi: 140, migros: 112",112.0,208.5,96.5,86.16071343421936,migros,sokmarket,3
6344 buharl kiwi ksi seramik tabanl utu,"carrefour: 1299, migros: 699.95",699.95,1299.0,599.05,85.58468222618103,migros,carrefour,2
2 72 dr gr krem oetker santi x,"sokmarket: 61.5, mopas: 37.9, carrefour: 33.25",33.25,61.5,28.25,84.96240377426147,carrefour,sokmarket,3
500 fileto g mezgit pnar,"carrefour: 219, migros: 404.95",219.0,404.95,185.95001,84.90868210792542,carrefour,migros,2
