canonical_name,market_prices,min_price,max_price,price_diff,price_diff_percent,cheapest_market,most_expensive_market,num_markets
15 cm floresan mtoys pelus tavsan,"carrefour: 79.5, sokmarket: 109, migros: 69.95",69.95,109.0,39.050003,55.825597047805786,migros,sokmarket,3
75 b canlandran dw ferahlk ml oral pro3,"marketpaketi: 119.9, mopas: 77",77.0,119.9,42.9,55.714285373687744,mopas,marketpaketi,2
1 deterjan l perwoll renkli sv,"mopas: 149.45, carrefour: 134.9, marketpaketi: 96, migros: 117.95",96.0,149.45,53.449997,55.677080154418945,marketpaketi,mopas,4
700 biber cam g oncu salcas tatl,"marketpaketi: 40, carrefour: 29.9, sokmarket: 46.5, mopas: 39.95, migros: 37.95",29.9,46.5,16.6,55.51839470863342,carrefour,sokmarket,5
3 3 at bcag blue comfort gillette kullan parca tras,"carrefour: 58.63, migros: 57, sokmarket: 58, marketpaketi: 80, mopas: 88.5",57.0,88.5,31.5,55.263155698776245,migros,mopas,5
1500 bakm cevizi el hac hindistan ml nemlendirici sabunu sakir sutu sv,"carrefour: 270, migros: 173.95",173.95,270.0,96.05,55.21702170372009,migros,carrefour,2
100 6 etki kadar kars kenelere max ml off saate sinekkovar sivrisinek sprey ve,"migros: 154.95, carrefour: 99.9",99.9,154.95,55.049995,55.10510206222534,carrefour,migros,2
90 ctr g harc knorr pane,"carrefour: 29.63, migros: 32.95, mopas: 45.95, sokmarket: 29.75",29.63,45.95,16.320002,55.07931709289551,carrefour,mopas,4
100 ar g grissini sade zeytinyagl,"carrefour: 53.25, migros: 35.5, marketpaketi: 55",35.5,55.0,19.5,54.92957830429077,migros,marketpaketi,3
500 bisalt gr himalaya iri kaya tuzu,"mopas: 31, carrefour: 48",31.0,48.0,17.0,54.83871102333069,mopas,carrefour,2
1000 dogal duru gr granul lavanta matik sabun,"marketpaketi: 210, mopas: 287.45, sokmarket: 251.9, migros: 256.95, carrefour: 185.95",185.95,287.45,101.500015,54.584574699401855,carrefour,mopas,5
5 buzlar oyuncak parca seti temizlik ucar ulkesi,"sokmarket: 139, migros: 90",90.0,139.0,49.0,54.44444417953491,migros,sokmarket,2
50 dis essential floss ipi m oralb,"carrefour: 125.93, migros: 193.95",125.93,193.95,68.02,54.01413440704346,carrefour,migros,2
36 55 ariel camasr deterjan ekstra hijyen kg oxi toz ykama,"migros: 299.95, carrefour: 461.9",299.95,461.9,161.94998,53.99232506752014,migros,carrefour,2
1000 dalan dogal g granul matik sabun zeytinyagl,"carrefour: 142.95, migros: 219.95, marketpaketi: 185",142.95,219.95,77.0,53.864991664886475,carrefour,migros,3
360 6 bakm besleyici elseve loreal ml mucizevi paris sampuan yag,"migros: 100, sokmarket: 149.9, marketpaketi: 105, mopas: 137.95, carrefour: 97.44",97.44,149.9,52.45999,53.83824706077576,carrefour,sokmarket,5
10lu band boy burun buyuk getwell,"carrefour: 49.9, sokmarket: 39, migros: 59.95",39.0,59.95,20.95,53.71795296669006,sokmarket,migros,3
400 icin kuru ml repair saclar sampuan sebamed ve ypranms,"marketpaketi: 420, migros: 351.95, carrefour: 273.57",273.57,420.0,146.43,53.5256028175354,carrefour,marketpaketi,3
250 barbeku gr heinz sos,"mopas: 97.7, carrefour: 63.68, migros: 84.95",63.68,97.7,34.019997,53.42336297035217,carrefour,mopas,3
245 chili gr heinz hot sos,"carrefour: 63.68, marketpaketi: 70, mopas: 97.7",63.68,97.7,34.019997,53.42336297035217,carrefour,mopas,3
29 cesnisi feslegenli frnda g kekikli knorr susaml tavuk,"migros: 39.95, marketpaketi: 31, mopas: 45.95, carrefour: 29.96",29.96,45.95,15.990002,53.37116718292236,carrefour,mopas,4
300 bogurtlen gr superfresh,"mopas: 229.95, migros: 150, carrefour: 199.9",150.0,229.95,79.95,53.29999923706055,migros,mopas,3
10lu 2 permatik poset pro,"mopas: 137.95, marketpaketi: 90",90.0,137.95,47.949997,53.277772665023804,marketpaketi,mopas,2
1 2 500 arada badem hac ml ozlu sakir sampuan si,"marketpaketi: 60, mopas: 91.95",60.0,91.95,31.949997,53.24999690055847,marketpaketi,mopas,2
4 90 bar beauty bir cilt cream dove g icin krem nemlendirici original puruzsuz x yumusak,"sokmarket: 30, marketpaketi: 37, carrefour: 40.5, mopas: 45.95, migros: 40.95",30.0,45.95,15.950001,53.166669607162476,sokmarket,mopas,5
16 235 adet bar bitter cikolatal gr nesfit nestle tahll tam x,"migros: 30.45, mopas: 34.45, marketpaketi: 26.99, carrefour: 22.5",22.5,34.45,11.950001,53.111112117767334,carrefour,mopas,4
10 400 c losyonu ml nivea q sklastrc vitamini vucut,"carrefour: 305.97, migros: 200",200.0,305.97,105.97,52.98500061035156,migros,carrefour,2
alt esofman kadn lxl modal ribanal slazenger,"sokmarket: 229, migros: 349.95",229.0,349.95,120.95001,52.81659960746765,sokmarket,migros,2
180 220 battaniye cift cift cm kisilik scotchbrothers tarafl x,"migros: 349.95, sokmarket: 229",229.0,349.95,120.95001,52.81659960746765,sokmarket,migros,2
450 bamya feast g,"migros: 172.95, carrefour: 127.9, mopas: 195.45",127.9,195.45,67.549995,52.81469225883484,carrefour,mopas,3
15li boy carrefour gezen m tavuk yumurtas,"mopas: 120.7, carrefour: 79",79.0,120.7,41.699997,52.78480648994446,carrefour,mopas,2
9lu boy buyuk depend emici kadn kulot,"marketpaketi: 185, carrefour: 160.6, migros: 204.95, mopas: 244.9",160.6,244.9,84.29999,52.49065160751343,carrefour,mopas,4
750 aromal beyaz cikolata dekor gr kalipso ovalette sosu,"marketpaketi: 99.9, migros: 151.95",99.9,151.95,52.049995,52.102094888687134,marketpaketi,migros,2
3000 41 924390 airfryer fritoz hd large litre philips serisi yagsz,"migros: 8049, carrefour: 5299",5299.0,8049.0,2750.0,51.896584033966064,carrefour,migros,2
armut kg maria santa,"sokmarket: 49, migros: 49.95, mopas: 34.47, carrefour: 32.9",32.9,49.95,17.05,51.823705434799194,carrefour,migros,4
4lu aaa energizer ince kalem max pil plus,"mopas: 90.8, carrefour: 59.95",59.95,90.8,30.850002,51.459550857543945,carrefour,mopas,2
150 gr icim kaymak rulo,"mopas: 69.95, migros: 71, sokmarket: 59, carrefour: 46.95",46.95,71.0,24.05,51.22470259666443,carrefour,migros,4
100 agda ml on pudral roll sir vivet,"mopas: 74.7, sokmarket: 59, carrefour: 89, migros: 58.95",58.95,89.0,30.05,50.97540020942688,migros,carrefour,4
104 aromal cipsi cipso g ketcap patates,"carrefour: 30.5, migros: 35, mopas: 46",30.5,46.0,15.5,50.81967115402222,carrefour,mopas,3
amacl canta cevreci cok trnc,"migros: 9.95, sokmarket: 14.95",9.95,14.95,5.0,50.25125741958618,migros,sokmarket,2
325 5 adet ekmegi gr sandvic uno,"carrefour: 54.95, sokmarket: 45.5, mopas: 44.95, marketpaketi: 67.5",44.95,67.5,22.55,50.16685128211975,mopas,marketpaketi,4
house kokusuz kulluk leva plastik,"migros: 29.95, sokmarket: 19.95, carrefour: 23.9",19.95,29.95,10.0,50.12531280517578,sokmarket,migros,3
1 3640 gezer gondol gt kadn kzm1467000 terlik,"migros: 44.95, sokmarket: 29.95",29.95,44.95,15.0,50.08347034454346,sokmarket,migros,2
1 basakbas bulgur kg reis,"migros: 59.95, carrefour: 39.95",39.95,59.95,20.0,50.06257891654968,carrefour,migros,2
300 aerosol ferahlg glade hava kokusu lavanta ml oda tazeleyici,"mopas: 101.15, migros: 79.95, carrefour: 79.9, sokmarket: 119.9",79.9,119.9,40.0,50.06257891654968,carrefour,sokmarket,4
300 g kumpir superfresh toplar,"migros: 114.95, mopas: 172.45, carrefour: 142.9",114.95,172.45,57.5,50.02174973487854,migros,mopas,3
139 243 55 ax axen ekran fil led smart tv uhd uydu webos,"carrefour: 12999, migros: 19499.95",12999.0,19499.95,6500.949,50.011146068573,carrefour,migros,2
24 40 adet cilekli eti gr topkek x,"mopas: 9.2, marketpaketi: 12, carrefour: 8, migros: 8",8.0,12.0,4.0,50.0,carrefour,marketpaketi,4
18 70 adet balk eti gr kraker msrl x,"carrefour: 10, sokmarket: 15, marketpaketi: 15, mopas: 14.35",10.0,15.0,5.0,50.0,carrefour,marketpaketi,4
8li brite klask koruyucu scotch sunger trnak yesil,"migros: 59.95, carrefour: 89.9, mopas: 72.4",59.95,89.9,29.95,49.95830059051514,migros,carrefour,3
12 35 adet bar eti gr kuru lifalif meyveli musli x,"marketpaketi: 29.9, mopas: 26.45, sokmarket: 20, migros: 23.45, carrefour: 23",20.0,29.9,9.9,49.49999749660492,sokmarket,marketpaketi,5
450 feast g ispanak organik,"migros: 76.95, mopas: 114.95, carrefour: 86.8",76.95,114.95,38.0,49.38271939754486,migros,mopas,3
12 184 adet gr kakaolu kek luppo sandvic x,"marketpaketi: 58, migros: 39.5, sokmarket: 59, mopas: 49.95",39.5,59.0,19.5,49.367088079452515,migros,sokmarket,4
200 bahcvan gr lezzetli mixi peynir,"marketpaketi: 85, migros: 126.9",85.0,126.9,41.9,49.29412007331848,marketpaketi,migros,2
10 110 80 adet cm cop ekstra jumbo kaln sera tip torbas x,"mopas: 80.45, marketpaketi: 120",80.45,120.0,39.550003,49.160975217819214,mopas,marketpaketi,2
bolmeli mio organizer tuffex,"sokmarket: 149, migros: 99.95",99.95,149.0,49.050003,49.07454252243042,migros,sokmarket,2
dis frcas koruma oralb pro sarjl siyah temizlik vitality,"carrefour: 294.95, migros: 197.95",197.95,294.95,97.000015,49.002280831336975,migros,carrefour,2
24 cm granit krep mehtap mor tava,"mopas: 252.95, migros: 169.95",169.95,252.95,83.0,48.83789420127869,migros,mopas,2
1 asurelik bugday carrefour kg,"sokmarket: 20, mopas: 28.7, marketpaketi: 29, carrefour: 19.5, migros: 19.5",19.5,29.0,9.5,48.71794879436493,migros,marketpaketi,5
370 kuhne makarna ml napoliten sos,"migros: 52.95, mopas: 78.7",52.95,78.7,25.749996,48.63077700138092,migros,mopas,2
160 dankek gr havuclu kek lokmalk tarcnl ulker,"marketpaketi: 39, sokmarket: 29.5, mopas: 43.7, migros: 38, carrefour: 38",29.5,43.7,14.200001,48.13559651374817,sokmarket,mopas,5
29 ariel camasr canl deterjan parlak renkliler sv ykama,"marketpaketi: 216, migros: 319.95, mopas: 298.95",216.0,319.95,103.95001,48.12500476837158,marketpaketi,migros,3
651 700 ak bee home kab ml saklama yuvarlak,"migros: 27.95, carrefour: 19, sokmarket: 19.95",19.0,27.95,8.950001,47.10526764392853,carrefour,migros,3
30 bar g goodies hero kakao meyve muz,"migros: 21.95, carrefour: 17.95, mopas: 26.4",17.95,26.4,8.449999,47.07520008087158,carrefour,mopas,3
10 cihaz detan mat super yedek,"migros: 144.95, mopas: 98.85",98.85,144.95,46.1,46.63631618022919,mopas,migros,2
224 8 adet g mentol nane okaliptus pastil ulker,"marketpaketi: 40, migros: 35.95, carrefour: 27.5, mopas: 40.25",27.5,40.25,12.75,46.36363685131073,carrefour,mopas,4
160 bakm dokulmelerine elidor goodbye hairfall kars maskesi ml sac sac,"carrefour: 129.9, migros: 189.95",129.9,189.95,60.050003,46.227872371673584,carrefour,migros,2
1440 60 camasr extra konsantre ml orkide ykama yumos yumusatcs,"carrefour: 107.93, mopas: 157.5, sokmarket: 147, migros: 144.95",107.93,157.5,49.57,45.92791497707367,carrefour,mopas,4
400 ahududu dus jeli johnsons ml ozlu vtarch yenileyici,"carrefour: 129, migros: 187.95",129.0,187.95,58.949997,45.69767117500305,carrefour,migros,2
300 baby bedtime johnsons ml yag,"carrefour: 111.9, migros: 162.95",111.9,162.95,51.049995,45.62108516693115,carrefour,migros,2
90 antrikot cemeni dana g ikbal pastrma syrlms,"migros: 240, carrefour: 165, mopas: 195.45",165.0,240.0,75.0,45.45454680919647,carrefour,migros,3
3 44 antep fstkl gofret gr kremal nutymax solen x,"migros: 25, marketpaketi: 34.9, mopas: 28.75, sokmarket: 24",24.0,34.9,10.900002,45.41667401790619,sokmarket,marketpaketi,4
15 bifteklikuzu cubugu etli g kedi odul reflex,"carrefour: 29.95, marketpaketi: 43.5",29.95,43.5,13.549999,45.24206519126892,carrefour,marketpaketi,2
350 avokado bakm bakm care dokulme dove karst kremi ml ozu sac ultra,"mopas: 137.95, migros: 95",95.0,137.95,42.949997,45.210522413253784,migros,mopas,2
1 32 5 adet cikolata daha gr sutlu torku x,"marketpaketi: 22.5, migros: 15.5",15.5,22.5,7.0,45.16128897666931,migros,marketpaketi,2
23 23 4504 agtr dg frn l mikrodalga ms samsung,"carrefour: 3999, migros: 5799.95",3999.0,5799.95,1800.9502,45.03501355648041,carrefour,migros,2
biber dolma kg meze,"migros: 49.95, mopas: 34.45, carrefour: 39.95",34.45,49.95,15.5,44.9927419424057,mopas,migros,3
150 curl flex kopugu ml sac taft,"migros: 212.95, carrefour: 146.9, mopas: 194.35",146.9,212.95,66.05,44.96256411075592,carrefour,migros,3
250 ekstra guclu keratin ml sac spreyi taft,"mopas: 194.35, carrefour: 146.9, migros: 212.95",146.9,212.95,66.05,44.96256411075592,carrefour,migros,3
40l koruma molped normal pedi yogun,"carrefour: 86.5, mopas: 75.85, migros: 109.95",75.85,109.95,34.1,44.957152009010315,mopas,migros,3
750 bahar cif ferahlg jel ml tum yuzeyler,"mopas: 72.4, sokmarket: 49.95",49.95,72.4,22.45,44.944944977760315,sokmarket,mopas,2
450 body deeply dove dus jeli ml nourishing nourishing wash,"migros: 249.95, carrefour: 174.65, mopas: 172.45, marketpaketi: 185",172.45,249.95,77.5,44.940564036369324,mopas,migros,4
450 cevizi dove dus hindistan jeli ml yagl,"mopas: 172.45, carrefour: 174.5, migros: 249.95",172.45,249.95,77.5,44.940564036369324,mopas,migros,3
250 agda gr ilk turuncu vivet,"sokmarket: 57.9, mopas: 83.9",57.9,83.9,26.0,44.905006885528564,sokmarket,mopas,2
2li gece kotex kulodu regl,"carrefour: 73.15, migros: 105.95",73.15,105.95,32.799995,44.83936429023743,carrefour,migros,2
234 cokoprens dark gr ulker,"sokmarket: 29, marketpaketi: 42",29.0,42.0,13.0,44.82758641242981,sokmarket,marketpaketi,2
250 calgon camasr g kirec konsantre makinesi onleyici ultra,"sokmarket: 150, migros: 157.95, mopas: 109.2",109.2,157.95,48.75,44.64285969734192,mopas,migros,3
600 argan banyo dalan gliserinli gr organik sabunu yagl,"marketpaketi: 90, migros: 129.95",90.0,129.95,39.949997,44.38888430595398,marketpaketi,migros,2
405 calve g mayocap sos,"migros: 98.95, carrefour: 68.63, mopas: 97.7",68.63,98.95,30.32,44.178932905197144,carrefour,migros,3
2 50 5li blok cam domestos ferahlg gr guc wc x,"migros: 54.95, carrefour: 39.9, mopas: 57.45",39.9,57.45,17.55,43.98495852947235,carrefour,mopas,3
10 60 90 giggles koruyucu lu ortu x yatak,"mopas: 88.5, migros: 79.95, carrefour: 61.5",61.5,88.5,27.0,43.90243887901306,carrefour,mopas,3
600800 cipura g,"migros: 429.95, carrefour: 299",299.0,429.95,130.95001,43.79599094390869,carrefour,migros,2
300 koruma ml protex sabun sv ultra,"marketpaketi: 80, migros: 91.95, mopas: 114.95",80.0,114.95,34.949997,43.68749558925629,marketpaketi,mopas,3
250 ac dijon g hardal kuhne tipi,"migros: 46.95, mopas: 67.45, carrefour: 66.9",46.95,67.45,20.499996,43.66346299648285,migros,mopas,3
135 2 cicegi duru g hydro pure sabun sakura x,"carrefour: 94.43, mopas: 135.65",94.43,135.65,41.219994,43.6513751745224,carrefour,mopas,2
crocband crocs erkek lacivert terlik,"migros: 249.95, carrefour: 359",249.95,359.0,109.05,43.62872838973999,migros,carrefour,2
275 bakm dogal guc kremi ml pantene parlaklk sac sentez ve,"migros: 113.95, sokmarket: 113.5, marketpaketi: 84.9, mopas: 121.85",84.9,121.85,36.949997,43.521785736083984,marketpaketi,mopas,4
450 badem cevizi dove hindistan ml nemlendirici ozu sabun sutu sv ve yag,"carrefour: 108.15, migros: 154.95",108.15,154.95,46.799995,43.27322542667389,carrefour,migros,2
500 dondurulmus etli g galez icli kofte mini,"migros: 50, carrefour: 34.9",34.9,50.0,15.099998,43.2664692401886,carrefour,migros,2
100 16 adet cikolatal draje gr mms x,"migros: 39.9, carrefour: 39.9, marketpaketi: 50, sokmarket: 34.9",34.9,50.0,15.099998,43.2664692401886,sokmarket,marketpaketi,4
1 ckarc domestos l leke renkler sv tum,"mopas: 264.45, carrefour: 280.5, migros: 195.95",195.95,280.5,84.55,43.148764967918396,migros,carrefour,3
200 barista edition g intense jacobs,"carrefour: 184.5, migros: 264",184.5,264.0,79.5,43.08943152427673,carrefour,migros,2
cam istc sinbo sk8029 su,"sokmarket: 499, carrefour: 349",349.0,499.0,150.0,42.97994375228882,carrefour,sokmarket,2
210 droetker gr waffle,"marketpaketi: 25, mopas: 20.95, migros: 29.95",20.95,29.95,9.0,42.95942485332489,mopas,migros,3
4 45 ahead bar g go katl lezzet uc ulker x,"mopas: 34.95, migros: 49.95",34.95,49.95,15.0,42.91845262050629,mopas,migros,2
138 beyaz cikolatal gr hanmeller kurabiye limonlu ulker,"migros: 38.5, marketpaketi: 31, mopas: 44.3",31.0,44.3,13.299999,42.903223633766174,marketpaketi,mopas,3
50 bagdat baharat cam cesnisi degirmen gr makarna pizza ve,"marketpaketi: 70, migros: 89.95, carrefour: 89.95, mopas: 100",70.0,100.0,30.0,42.85714328289032,marketpaketi,mopas,4
65 baharat biber g knorr pul serisi,"mopas: 48.55, migros: 65.95, carrefour: 46.17",46.17,65.95,19.779999,42.84166991710663,carrefour,migros,3
30 aydnlatc c garnier ml parlak serum super vitamini,"migros: 210, carrefour: 299.95",210.0,299.95,89.95001,42.83334016799927,migros,carrefour,2
195 cikolata dr gr hazr oetker pasta selalesi,"marketpaketi: 99, migros: 119.5, mopas: 140.9",99.0,140.9,41.899994,42.32322573661804,marketpaketi,mopas,3
350 420 gr gr ketcap mayonez pnar,"mopas: 65.5, migros: 79.95, marketpaketi: 75, carrefour: 56.21",56.21,79.95,23.739998,42.234474420547485,carrefour,migros,4
750 bang banyo cillit kir kirec ml sokucu sprey ve,"migros: 110.95, mopas: 103.45, sokmarket: 125, carrefour: 87.92",87.92,125.0,37.08,42.17470586299896,carrefour,sokmarket,4
50 96 antiperspirant clinical control deodorant derma men ml nivea rollon saat,"marketpaketi: 190, carrefour: 222.57, migros: 269.95, mopas: 206.95",190.0,269.95,79.95001,42.078953981399536,marketpaketi,migros,4
5 5 dr gr karbonat oetker x,"marketpaketi: 8.5, mopas: 10.3, carrefour: 7.25",7.25,10.3,3.0500002,42.06896722316742,carrefour,mopas,3
6 900 adet antik dalan gr lavanta sabunu zeytinyagl,"marketpaketi: 95, migros: 134.95",95.0,134.95,39.949997,42.052629590034485,marketpaketi,migros,2
4 67 bakm bingo deterjan koruma l onaran sv ykama,"migros: 309.95, marketpaketi: 224.9, mopas: 218.45",218.45,309.95,91.500015,41.88602268695831,mopas,migros,3
3 bingo canlandrc etki giysi l sampuan sv,"migros: 309.95, mopas: 218.45, marketpaketi: 224.9",218.45,309.95,91.500015,41.88602268695831,mopas,migros,3
395 dana g illaki kofte lokum pnar,"mopas: 425.45, carrefour: 299.9, migros: 325",299.9,425.45,125.55002,41.86396300792694,carrefour,mopas,3
285 eti gr paykek sahane sekli,"carrefour: 85, marketpaketi: 60",60.0,85.0,25.0,41.66666567325592,marketpaketi,carrefour,2
500 aromal blast ice icecegi karsk meyve ml pet powerade spor,"mopas: 63.75, migros: 50, carrefour: 45, sokmarket: 50",45.0,63.75,18.75,41.66666567325592,carrefour,mopas,4
34 g naneli nestle polo seker,"marketpaketi: 22.5, migros: 18, mopas: 20.7, carrefour: 15.95, sokmarket: 18",15.95,22.5,6.55,41.06583297252655,carrefour,marketpaketi,5
36 36 adet cikolatal gofret gr ulker x,"carrefour: 10.5, sokmarket: 11.75, mopas: 9.95, marketpaketi: 14, migros: 12",9.95,14.0,4.05,40.70352017879486,mopas,marketpaketi,5
35 ahead bar g go krmz kuruyemis meyveli ulker,"migros: 44.95, mopas: 31.95",31.95,44.95,13.0,40.68857431411743,mopas,migros,2
360 aysan biberiye gr tursusu,"mopas: 49.4, migros: 66.95, carrefour: 69.5",49.4,69.5,20.099998,40.68825542926788,mopas,carrefour,3
70 color drops g haribo,"sokmarket: 24.9, migros: 29.45, marketpaketi: 35",24.9,35.0,10.1,40.56225121021271,sokmarket,marketpaketi,3
500 g kase margarin teremyag,"sokmarket: 29.9, carrefour: 35.95, migros: 42",29.9,42.0,12.1,40.46822786331177,sokmarket,migros,3
12 adet beckmann beckmann dr dr koruyucu mendil renk,"carrefour: 49.95, mopas: 63.2, marketpaketi: 45, migros: 59.95",45.0,63.2,18.2,40.44444561004639,marketpaketi,mopas,4
4 400 bebelac demir gr vitamin,"mopas: 321.95, carrefour: 229.5",229.5,321.95,92.45001,40.28322994709015,carrefour,mopas,2
50 aktiv blogu bref gr okyanus power tuvalet,"mopas: 51.7, carrefour: 44.9, migros: 62.95",44.9,62.95,18.05,40.20044207572937,carrefour,migros,3
96 antep fstg g kapl lokma meyve topu zuber,"carrefour: 104.95, sokmarket: 74.9, migros: 89.95",74.9,104.95,30.049995,40.12015461921692,sokmarket,carrefour,3
139 droetker g keskul,"carrefour: 22.5, mopas: 16.07, migros: 22.5",16.07,22.5,6.4300003,40.01244902610779,mopas,carrefour,3
40 6 ariel beyazlar dag esintisi kg renkliler ve ykama,"migros: 454.95, carrefour: 461.9, mopas: 329.95",329.95,461.9,131.94998,39.990901947021484,mopas,carrefour,3
5 5 cab1218 cat e goldmaster kablosu metre network ntw,"migros: 24.95, carrefour: 34.9",24.95,34.9,9.950001,39.87976014614105,migros,carrefour,2
100 bio carrefour gr hidrofil organik pamuk,"sokmarket: 20, carrefour: 25, migros: 27.95",20.0,27.95,7.950001,39.750003814697266,sokmarket,migros,3
40 ekstra fndkl g gofret nutymax solen,"marketpaketi: 34.9, migros: 25",25.0,34.9,9.900002,39.600005745887756,migros,marketpaketi,2
file gumus kg sogan,"carrefour: 40.9, migros: 56.95",40.9,56.95,16.05,39.24205005168915,carrefour,migros,2
50 antep cikolata damak draje fstkl gr kapl nestle sutlu,"mopas: 83.4, marketpaketi: 60, migros: 59.9, carrefour: 72.5",59.9,83.4,23.5,39.232051372528076,migros,mopas,4
750 altn amber cif islts kokulu krem ml temizleyici yuzey,"mopas: 57.45, migros: 79.95",57.45,79.95,22.499996,39.16448354721069,mopas,migros,2
250 emsal fstg g kabuklu osmaniye yer,"mopas: 26.95, migros: 37.5",26.95,37.5,10.549999,39.14656341075897,mopas,migros,2
400 feast gr visne,"mopas: 356.45, carrefour: 256.25",256.25,356.45,100.20001,39.10244405269623,carrefour,mopas,2
multi parex sap yedek,"migros: 119.95, mopas: 166.7",119.95,166.7,46.75,38.97457420825958,migros,mopas,2
67 damla gr kutu sakz sakzl vivident,"mopas: 41.4, marketpaketi: 50, carrefour: 36",36.0,50.0,14.0,38.88888955116272,carrefour,marketpaketi,3
75 gr indo mie noodle paket parcal spesiyel tavuk,"carrefour: 13.25, mopas: 18.4",13.25,18.4,5.1499996,38.86792063713074,carrefour,mopas,2
dokme kg kuru sogan,"carrefour: 19.9, sokmarket: 19.75, migros: 18.95, mopas: 14.35",14.35,19.9,5.549999,38.67595195770264,mopas,carrefour,4
225 acl fermente gr sucuk torku,"mopas: 172.45, marketpaketi: 225, migros: 239",172.45,239.0,66.55,38.59089910984039,mopas,migros,3
108 cikolatal cokoturta g portakall tart ulker,"sokmarket: 24.9, mopas: 34.5, migros: 30",24.9,34.5,9.6,38.55421841144562,sokmarket,mopas,3
24 35 adet dankek gr kakaolu poti ulker x,"migros: 7.5, marketpaketi: 9, carrefour: 7.5, sokmarket: 6.5, mopas: 8.65",6.5,9.0,2.5,38.46153914928436,sokmarket,marketpaketi,5
420 acl cesni gr ketcap pnar,"mopas: 74.7, marketpaketi: 54",54.0,74.7,20.699997,38.33332657814026,marketpaketi,mopas,2
400 dana g kasap kuzu kyma uzman,"migros: 179, mopas: 247.2, sokmarket: 239",179.0,247.2,68.2,38.100555539131165,migros,mopas,3
3 30 buyusu camasr gulun l vernel ykama yumusatcs,"sokmarket: 125, migros: 125.95, carrefour: 99.9, mopas: 137.95",99.9,137.95,38.049995,38.088083267211914,carrefour,mopas,4
200 6 ananas damla mango minera ml x,"carrefour: 54.95, mopas: 75.85",54.95,75.85,20.899998,38.03457319736481,carrefour,mopas,2
10lu 3 cep islak klasik mendil selpak x,"mopas: 8, carrefour: 5.8",5.8,8.0,2.1999998,37.93103098869324,carrefour,mopas,2
125 aromal g mentol mini mints nane olips sekerleme,"mopas: 27, carrefour: 19.95, marketpaketi: 27.5, migros: 26.45",19.95,27.5,7.549999,37.84460723400116,carrefour,marketpaketi,4
60 days fndkl g kruvasan seven,"migros: 25, mopas: 34.45",25.0,34.45,9.450001,37.800002098083496,migros,mopas,2
150 chips cipsi coin g patates sade trtkl,"carrefour: 31, sokmarket: 31, migros: 22.5",22.5,31.0,8.5,37.77777850627899,migros,carrefour,3
2 50 blogu domestos ferahlg g okyanus tuvalet x,"carrefour: 39.9, migros: 54.95",39.9,54.95,15.049999,37.71929442882538,carrefour,migros,2
24 3 3lu gr ozmo popsy solen x,"mopas: 23, marketpaketi: 24.09, sokmarket: 17.5",17.5,24.09,6.59,37.65714466571808,sokmarket,marketpaketi,3
125 biscolata cikolatal gr mood solen sutlu,"mopas: 22.4, marketpaketi: 25, migros: 20, sokmarket: 27.5, carrefour: 23",20.0,27.5,7.5,37.5,migros,sokmarket,5
48 adet boss cekmece dolap stoperi tape yapskanl,"migros: 54.95, marketpaketi: 40",40.0,54.95,14.950001,37.37500309944153,marketpaketi,migros,2
1 ayran lt yorukoglu,"marketpaketi: 36, mopas: 49.4",36.0,49.4,13.400002,37.222227454185486,marketpaketi,mopas,2
2 bulask deterjan kg makinesi pril tuz,"migros: 73.95, marketpaketi: 65, carrefour: 53.9",53.9,73.95,20.049995,37.19850480556488,carrefour,migros,3
250 baby gr hafif johnsons parfumlu vazelin,"migros: 100, carrefour: 137.17, mopas: 134.5",100.0,137.17,37.17,37.16999888420105,migros,carrefour,3
267 30 adet gofret gr nesquik nestle x,"mopas: 14.95, sokmarket: 12, marketpaketi: 10.9, migros: 11",10.9,14.95,4.05,37.155964970588684,marketpaketi,mopas,4
dantelli kadn lxl pijama sortlu takm,"sokmarket: 219, migros: 299.95",219.0,299.95,80.95001,36.9634747505188,sokmarket,migros,2
120 2 ant bahar fileto g hindi konserve x,"migros: 117.95, mopas: 86.2, carrefour: 95.5",86.2,117.95,31.75,36.83294653892517,mopas,migros,3
11 dis frcas hzl rahatlama sensodyne yumusak,"mopas: 246.05, carrefour: 179.95, migros: 213.95",179.95,246.05,66.100006,36.73242926597595,carrefour,mopas,3
425 corek daily daly dp ml otu sampuan sampuan yag,"migros: 115.95, carrefour: 89.9, marketpaketi: 85",85.0,115.95,30.949997,36.41176223754883,marketpaketi,migros,3
100 fume g leroy somon,"carrefour: 219.99, migros: 299.95",219.99,299.95,79.96001,36.34710907936096,carrefour,migros,2
220 baton cikolata dankek g kek soslu ulker,"marketpaketi: 38, carrefour: 45, mopas: 51.75, migros: 45",38.0,51.75,13.75,36.18420958518982,marketpaketi,mopas,4
560 650 dostlar g g ketcap mayonez sk tat,"carrefour: 135.9, migros: 99.9, mopas: 114.95",99.9,135.9,35.999992,36.03602647781372,migros,carrefour,3
135 aycekirdegi g kara sevda siyah tuzlu yerli,"carrefour: 27, migros: 19.9",19.9,27.0,7.1000004,35.67839562892914,migros,carrefour,2
3 86 adet biskuvi gr premio torku x,"marketpaketi: 14, migros: 17.5, mopas: 18.95",14.0,18.95,4.950001,35.357147455215454,marketpaketi,mopas,3
